source,dataset,dataset_name,term,series_id,window_index,split
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T1,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T10,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T100,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T101,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T102,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T103,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T104,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T105,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T106,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T107,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T108,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T109,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T11,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T110,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T111,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T112,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T113,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T114,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T115,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T116,0,test
