source,dataset,dataset_name,term,series_id,window_index,split
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,0,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,1,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,10,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,11,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,12,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,13,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,14,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,2,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,3,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,4,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,5,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,6,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,7,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,8,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim0,9,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,0,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,1,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,10,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,11,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,12,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,13,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,14,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,2,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,3,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,4,calibration
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,5,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,6,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,7,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,8,test
timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima,bizitobs_application/10S/short,bizitobs_application,short,Robot-Shop_dim1,9,calibration
