source,dataset,dataset_name,term,series_id,window_index,split
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T1,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T10,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T11,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T12,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T13,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T14,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T15,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T16,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T17,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T18,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T19,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T2,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T20,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T21,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T22,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T23,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T24,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T25,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T26,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T27,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T28,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T29,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T3,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T30,0,calibration
