source,dataset,dataset_name,term,series_id,window_index,split
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,brent_oil_return,0,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,brent_oil_return,1,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,brent_oil_return,2,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,brent_oil_return,3,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cad_usd_return,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cad_usd_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cad_usd_return,2,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cad_usd_return,3,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cny_usd_return,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cny_usd_return,1,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cny_usd_return,2,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,cny_usd_return,3,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,dow_jones_return,0,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,dow_jones_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,dow_jones_return,2,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,dow_jones_return,3,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,eur_usd_return,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,eur_usd_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,eur_usd_return,2,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,eur_usd_return,3,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gbp_usd_return,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gbp_usd_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gbp_usd_return,2,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gbp_usd_return,3,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gold_vol_log_level,0,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gold_vol_log_level,1,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gold_vol_log_level,2,calibration
