autocorrelation_strength,baseline,baseline_mae,baseline_mase,baseline_mode,changepoint_density,coefficient_of_variation,context_length,dataset,domain,empirical_coverage_90,failure_delta_005,feature_source,flatness_score,forecast_variance_ratio,horizon,horizon_context_ratio,kurtosis_excess,mae,mase,missingness,origin,regime,relative_error_ratio,rmse,run_id,seasonality_strength,series_id,spectral_entropy,spike_frequency,spike_recall,trend_strength,window_index,zero_ratio
0.9947459853201581,auto_arima,0.2619286716636128,0.18867460892698906,auto_arima,0.08661417322834646,0.04738899044112217,128,bizitobs_application/10S/short,Web/CloudOps,1.0,1,computed_from_history_sidecar,0.907897055012109,0.006012978400397804,60,0.46875,12.59993284890001,0.35359052022298176,0.2547012234271166,0.0,7934,intermittent_bursty,1.3499496560488715,0.439483409344728,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.6696596585865339,0.023622047244094488,0.0,0.2494805697317154,0,0.0
0.8394564329272873,auto_arima,0.37495625510039365,1.0675868462521614,auto_arima,0.015748031496062992,0.00617704614091167,128,bizitobs_application/10S/short,Web/CloudOps,0.9333333333333333,0,computed_from_history_sidecar,0.9416669582713819,0.0021731775065649125,60,0.46875,-0.749165703254508,0.2056137720743815,0.5854297814451082,0.0,7994,intermittent_bursty,0.5483673609306252,0.24310627086082487,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.5837929595897843,0.015748031496062992,0.0,0.19508336113536606,1,0.0
0.8797605695812964,auto_arima,4.0690220336974,7.965610232378976,auto_arima,0.015748031496062992,0.0073345167457811306,128,bizitobs_application/10S/short,Web/CloudOps,0.2833333333333333,0,computed_from_history_sidecar,0.9805587944459201,8.624979102746886e-05,60,0.46875,-0.9020121262654026,4.259020614624023,8.337555782890377,0.0,8054,intermittent_bursty,1.0466939179370651,7.741082680943407,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.35467945965913866,0.015748031496062992,0.0,0.11910626305810212,2,0.0
0.989657722797827,auto_arima,21.6499352560329,5.805210076570803,auto_arima,0.11023622047244094,0.10301509132331715,128,bizitobs_application/10S/short,Web/CloudOps,0.38333333333333336,0,computed_from_history_sidecar,0.5829477206058378,0.05395117279169413,60,0.46875,7.452490103337507,12.062421607971192,3.234415744819691,0.0,8114,intermittent_bursty,0.5571573986397654,13.741105004438136,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.5791454648246084,0.03937007874015748,0.0,0.31860566533748,3,0.0
0.9947418068615725,auto_arima,14.820572203813898,0.5888200647113438,auto_arima,0.4881889763779528,0.243459502682746,128,bizitobs_application/10S/short,Web/CloudOps,0.9833333333333333,0,computed_from_history_sidecar,0.07797101470829293,0.20997398466658057,60,0.46875,-1.5274963149605927,1.2797824223836263,0.05084564606557142,0.0,8174,intermittent_bursty,0.08635175516733444,1.3541284925276698,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.06955196351990335,0.03937007874015748,0.3333333333333333,0.48919523266523235,4,0.0
0.9960084021244514,auto_arima,1.1219825592946724,0.04340793164703265,auto_arima,0.28346456692913385,0.2609064506547298,128,bizitobs_application/10S/short,Web/CloudOps,0.9333333333333333,0,computed_from_history_sidecar,0.24690711303440338,0.40719860923039836,60,0.46875,-1.5766814056063967,0.6564633687337239,0.025397647051383705,0.0,8234,intermittent_bursty,0.5850923111904881,0.7533800185943134,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.10976739663980095,0.03937007874015748,0.0,0.7154951636039565,5,0.0
0.9833968230427027,auto_arima,1.6436431921751244,0.8292887712558867,auto_arima,0.05511811023622047,0.05689438041914033,128,bizitobs_application/10S/short,Web/CloudOps,0.5833333333333334,0,computed_from_history_sidecar,0.8261060143641816,0.01999437419238084,60,0.46875,11.772076629792878,0.6740718205769857,0.3400982612806317,0.0,8294,intermittent_bursty,0.41010836402062345,0.7567113462899928,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.6397152066774765,0.015748031496062992,0.0,0.31967861549685106,6,0.0
0.9221159635672989,auto_arima,0.6349210594852488,1.096464386591995,auto_arima,0.03937007874015748,0.008789970309194386,128,bizitobs_application/10S/short,Web/CloudOps,1.0,0,computed_from_history_sidecar,0.9379043949152772,0.003603879689587811,60,0.46875,-0.8796714197912392,0.2043683369954427,0.3529298641380793,0.0,8354,intermittent_bursty,0.3218799155296706,0.2409665437554193,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.4440197209381341,0.007874015748031496,0.0,0.3345343746245376,7,0.0
0.9322576083455573,auto_arima,4.801541487105449,8.614476858096843,auto_arima,0.023622047244094488,0.009278943140112884,128,bizitobs_application/10S/short,Web/CloudOps,0.6,0,computed_from_history_sidecar,0.9908850201352555,1.1589576230697058e-05,60,0.46875,-0.02100912041913583,4.84606819152832,8.69436250853811,0.0,8414,intermittent_bursty,1.009273418659703,9.335420038627268,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.38133915210082275,0.0,0.0,0.5529609671839146,8,0.0
0.9846464573441395,auto_arima,42.98514148557479,9.628389006102788,auto_arima,0.09448818897637795,0.13594654306936446,128,bizitobs_application/10S/short,Web/CloudOps,0.38333333333333336,0,computed_from_history_sidecar,0.5931309472005649,0.0307731912439759,60,0.46875,8.213634788865564,23.44952932993571,5.252540356867427,0.0,8474,intermittent_bursty,0.545526396320098,25.80913526055271,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.6049118990861887,0.031496062992125984,0.0,0.34818297165528866,9,0.0
0.9951544011057566,auto_arima,6.487669839260267,0.1966369310672972,auto_arima,0.48031496062992124,0.3058681775405065,128,bizitobs_application/10S/short,Web/CloudOps,0.8333333333333334,0,computed_from_history_sidecar,0.0,0.09246973270123778,60,0.46875,-1.564060908434464,3.388268152872721,0.1026961401737915,0.0,8534,intermittent_bursty,0.5222627286561385,3.571729791611082,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.07356325989115706,0.03937007874015748,0.0,0.5060559728987732,10,0.0
0.9953215375793899,auto_arima,0.15581234787548534,0.004733381985082778,auto_arima,0.3228346456692913,0.31619856064395124,128,bizitobs_application/10S/short,Web/CloudOps,0.9166666666666666,1,computed_from_history_sidecar,0.34623928394828485,0.3173108732186025,60,0.46875,-1.5951260401200946,0.35156224568684896,0.01068001620577077,0.0,8594,intermittent_bursty,2.256318260254555,0.3953238473896804,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.10350381767694908,0.03937007874015748,0.0,0.7000647472405983,11,0.0
0.9769314169794902,auto_arima,0.40887490756925626,0.20335005559211228,auto_arima,0.44881889763779526,0.07271426441309688,128,bizitobs_application/10S/short,Web/CloudOps,0.9333333333333333,0,computed_from_history_sidecar,0.8910744258615777,0.005425056413927653,60,0.46875,10.484551580327407,0.28444480895996094,0.1414659267274757,0.0,8654,intermittent_bursty,0.6956768529775462,0.3307780727270597,timesfm_2_5_bizitobs_m30_bizitobs_application_short_auto_arima_oral_sidecar_rerun_1783619229,0.0,Robot-Shop_dim0,0.6423120468254678,0.031496062992125984,0.0,0.2668439992378048,12,0.0
