actual,baseline_context_length,baseline_family,baseline_forecast,baseline_mode,baseline_season_length,context_length,dataset,domain,forecast_mean,forecast_median,forecast_q10,forecast_q20,forecast_q30,forecast_q40,forecast_q50,forecast_q60,forecast_q70,forecast_q80,forecast_q90,full_context_length,horizon,horizon_index,model,model_id,model_version,origin,regime,run_id,series_id,source_commit,window_index
1190.0,182,auto_ets,1201.4376069453617,auto_ets,1,182,covid_deaths/D/short,Healthcare,1191.1885986328125,1191.1885986328125,1111.2257690429688,1130.049267578125,1153.59267578125,1181.1012451171875,1191.1885986328125,1210.323876953125,1226.1339721679688,1253.0254150390624,1326.4456420898437,182,30,1,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1211.0,182,auto_ets,1216.873409044966,auto_ets,1,182,covid_deaths/D/short,Healthcare,1200.1398315429688,1200.1398315429688,1096.9856323242188,1127.0090087890626,1156.3691528320312,1185.224560546875,1200.1398315429688,1230.8474609375,1239.812939453125,1264.4061279296875,1310.067236328125,182,30,2,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1225.0,182,auto_ets,1232.3092111445699,auto_ets,1,182,covid_deaths/D/short,Healthcare,1203.1759033203125,1203.1759033203125,1111.28193359375,1136.797021484375,1156.1445190429688,1176.9106689453124,1203.1759033203125,1230.69716796875,1274.1156860351562,1300.4034423828125,1352.8655151367188,182,30,3,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1248.0,182,auto_ets,1247.745013244174,auto_ets,1,182,covid_deaths/D/short,Healthcare,1207.3277587890625,1207.3277587890625,1102.4861450195312,1152.409521484375,1175.6365234375,1197.4721923828124,1207.3277587890625,1220.3241943359376,1255.4397827148437,1284.7822509765624,1314.8891357421876,182,30,4,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1259.0,182,auto_ets,1263.1808153437782,auto_ets,1,182,covid_deaths/D/short,Healthcare,1263.412841796875,1263.412841796875,1148.6046875,1197.874169921875,1216.8365356445313,1238.6307861328125,1263.412841796875,1297.847021484375,1317.762255859375,1334.7160888671874,1363.31923828125,182,30,5,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1269.0,182,auto_ets,1278.6166174433824,auto_ets,1,182,covid_deaths/D/short,Healthcare,1254.993896484375,1254.993896484375,1146.113916015625,1172.962890625,1222.4384643554688,1237.760791015625,1254.993896484375,1273.905810546875,1297.6671508789063,1366.72451171875,1402.1409057617188,182,30,6,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1270.0,182,auto_ets,1294.0524195429864,auto_ets,1,182,covid_deaths/D/short,Healthcare,1334.5983276367188,1334.5983276367188,1183.7746826171874,1211.36396484375,1265.697314453125,1312.132275390625,1334.5983276367188,1362.2054931640625,1393.4383666992187,1445.7394775390626,1491.6381469726564,182,30,7,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1271.0,182,auto_ets,1309.4882216425906,auto_ets,1,182,covid_deaths/D/short,Healthcare,1343.4129638671875,1343.4129638671875,1156.7087768554688,1210.0661376953126,1254.0415649414062,1287.3872314453124,1343.4129638671875,1367.1033447265625,1408.4593017578125,1465.5642333984374,1540.9706909179688,182,30,8,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1271.0,182,auto_ets,1324.9240237421948,auto_ets,1,182,covid_deaths/D/short,Healthcare,1298.3225708007812,1298.3225708007812,1187.2049438476563,1208.958251953125,1251.0670776367188,1266.631884765625,1298.3225708007812,1331.49482421875,1416.6922241210937,1452.8701171875,1518.3573974609376,182,30,9,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1272.0,182,auto_ets,1340.359825841799,auto_ets,1,182,covid_deaths/D/short,Healthcare,1347.9127807617188,1347.9127807617188,1172.0910034179688,1256.749951171875,1275.2989990234375,1320.63994140625,1347.9127807617188,1415.705908203125,1444.8842041015625,1512.1243408203125,1557.9368530273437,182,30,10,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
1283.0,182,auto_ets,1355.795627941403,auto_ets,1,182,covid_deaths/D/short,Healthcare,1350.0726318359375,1350.0726318359375,1174.2022094726562,1236.4134033203125,1273.2119995117187,1317.514306640625,1350.0726318359375,1384.7328857421876,1407.6331420898437,1439.4763427734376,1503.502197265625,182,30,11,moirai_1_1_small,Salesforce/moirai-1.1-R-small,Salesforce/moirai-1.1-R-small,182,medium_snr_persistent,moirai_1_1_small_scaling_covid_deaths_d_short_auto_ets_oral_sidecar_rerun_1783618827,T1,gift-eval:unknown;uni2ts:unknown,0
