actual,baseline_context_length,baseline_family,baseline_forecast,baseline_mode,baseline_season_length,context_length,dataset,domain,forecast_mean,forecast_median,forecast_q10,forecast_q20,forecast_q30,forecast_q40,forecast_q50,forecast_q60,forecast_q70,forecast_q80,forecast_q90,full_context_length,horizon,horizon_index,model,model_id,model_version,origin,regime,run_id,series_id,source_commit,window_index
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,2.8922507762908936,2.8922507762908936,2.0251221656799316,2.3353424072265625,2.5500855445861816,2.7313194274902344,2.8922507762908936,3.0568320751190186,3.2300992012023926,3.4670112133026123,3.950829267501831,28608,480,1,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,2.8405399322509766,2.8405399322509766,1.8144879341125488,2.1621713638305664,2.4243178367614746,2.6429367065429688,2.8405399322509766,3.062861442565918,3.2875921726226807,3.583939790725708,4.196157932281494,28608,480,2,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,2.771636486053467,2.771636486053467,1.6661205291748047,2.0379843711853027,2.310244083404541,2.5340538024902344,2.771636486053467,3.0118186473846436,3.267328977584839,3.6080222129821777,4.320738315582275,28608,480,3,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,2.7957100868225098,2.7957100868225098,1.5912165641784668,2.007606029510498,2.2959604263305664,2.5420455932617188,2.7957100868225098,3.0600571632385254,3.3383829593658447,3.7260870933532715,4.511777877807617,28608,480,4,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,3.0002968311309814,3.0002968311309814,1.6679363250732422,2.131007194519043,2.4465575218200684,2.721676826477051,3.0002968311309814,3.2726402282714844,3.607649087905884,4.040426254272461,4.933595657348633,28608,480,5,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,3.1216177940368652,3.1216177940368652,1.6996488571166992,2.2100868225097656,2.5525975227355957,2.8509163856506348,3.1216177940368652,3.4341366291046143,3.784928798675537,4.267212867736816,5.235189437866211,28608,480,6,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,3.191490888595581,3.191490888595581,1.6486291885375977,2.1977105140686035,2.5729241371154785,2.8902547359466553,3.191490888595581,3.4989712238311768,3.8640952110290527,4.3788042068481445,5.389164924621582,28608,480,7,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,3.218249797821045,3.218249797821045,1.6053376197814941,2.183785915374756,2.5787010192871094,2.9148097038269043,3.218249797821045,3.541011095046997,3.9390828609466553,4.483944892883301,5.560381889343262,28608,480,8,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,3.1981379985809326,3.1981379985809326,1.5089001655578613,2.1257996559143066,2.5265426635742188,2.873915195465088,3.1981379985809326,3.5515081882476807,3.956580638885498,4.522452354431152,5.666647911071777,28608,480,9,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
3.0399999618530273,2048,naive,3.0399999618530273,rolling_pre_origin,48,512,bizitobs_l2c/5T/medium,Web/CloudOps,3.277416706085205,3.277416706085205,1.4949297904968262,2.125175952911377,2.555816650390625,2.9121525287628174,3.277416706085205,3.654155731201172,4.101437091827393,4.726468086242676,5.9391188621521,28608,480,10,chronos_bolt_small,amazon/chronos-bolt-small,amazon/chronos-bolt-small,28608,external_locked,external_v1_chronos_bizitobs_l2c_5t_medium_1783871629,L2C_dim0,gift-eval:unknown;chronos-forecasting:unknown,0
